2582,,54.98116725,,19.95275934,,0.00000000,,3.17597544,,21.01206845,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
2583,,54.98115646,,19.95265953,,0.00000000,,-32768,,21.25625699,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
2584,,54.98114543,,19.95261714,,0.00000000,,-32768,,20.52450448,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
2585,,54.98112295,,19.95252512,,0.00000000,,-32768,,21.36208446,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
2586,,54.98111469,,19.95247898,,21.61242191,,3.37694092,,20.96663996,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
2587,,54.98108917,,19.95239149,,26.38774461,,2.98457669,,21.00916708,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
2588,,54.98106436,,19.95230151,,31.39010744,,3.12647677,,20.85953844,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
2589,,54.98105382,,19.95225642,,36.71352000,,3.32713285,,21.06260736,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
2590,,54.98102538,,19.95216718,,41.70122231,,3.09795174,,20.95820474,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
2591,,54.98101264,,19.95212363,,46.89430275,,3.24567528,,20.80646643,,4.190,6.190,8.190,10.190,12.190,14.190,16.190,18.190,20.190,22.190,24.190,26.190,28.190,30.190,32.190,34.190,36.190,38.190,40.190,42.190,44.190,46.190,48.190,50.190,52.190,54.190,56.190,58.190,60.190,62.190,64.190,66.190,68.190,70.190,72.190,74.190,76.190,78.190,80.190,82.190,84.190,86.190,88.190,90.190,92.190,94.190,96.190,98.190,100.190,102.19000000
